delivery_id,delivery_partner,package_type,vehicle_type,delivery_mode,region,weather_condition,distance_km,package_weight_kg,delivery_time_hours,expected_time_hours,delayed,delivery_status,delivery_rating,delivery_cost
10166.0,dhl,groceries,ev bike,standard,north,foggy,92.7,46.36,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000024,no,delivered,5,602.58
10167.0,dhl,electronics,truck,two day,south,clear,78.5,16.22,1970-01-01 00:00:00.000000003,1970-01-01 00:00:00.000000016,no,delivered,4,441.16
10168.0,delhivery,groceries,ev bike,standard,central,rainy,66.4,12.58,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000024,no,delivered,4,369.74
10169.0,amazon logistics,groceries,bike,standard,west,clear,173.9,40.76,1970-01-01 00:00:00.000000005,1970-01-01 00:00:00.000000024,no,delivered,5,991.78
10170.0,ecom express,clothing,scooter,express,south,cold,185.6,18.72,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000005,yes,delayed,2,1034.16
10171.0,delhivery,pharmacy,truck,two day,central,clear,224.5,16.1,1970-01-01 00:00:00.000000005,1970-01-01 00:00:00.000000016,no,delivered,4,1170.8
10172.0,dhl,automobile parts,bike,two day,north,clear,60.3,30.64,1970-01-01 00:00:00.000000003,1970-01-01 00:00:00.000000016,no,delivered,3,393.42
10173.0,fedex,fragile items,truck,express,north,cold,142.4,3.36,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000004,yes,delayed,3,772.08
10174.0,amazon logistics,fragile items,scooter,express,north,clear,179.2,37.48,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000005,yes,delayed,3,1058.44
10175.0,ecom express,fragile items,van,same day,north,rainy,110.6,4.4,1970-01-01 00:00:00.000000009,1970-01-01 00:00:00.000000008,yes,failed,1,666.2
10176.0,dhl,electronics,truck,two day,south,stormy,67.3,5.95,1970-01-01 00:00:00.000000004,1970-01-01 00:00:00.000000016,no,delivered,4,354.35
10177.0,xpressbees,furniture,ev van,standard,north,clear,24.3,7.37,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000024,no,delivered,5,143.61
10178.0,ecom express,pharmacy,bike,express,south,rainy,84.2,48.44,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000003,yes,delayed,2,616.32
10179.0,amazon logistics,electronics,truck,standard,north,cold,157.0,1.16,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000024,no,delivered,5,788.48
10180.0,ekart,clothing,truck,standard,north,cold,51.4,5.48,1970-01-01 00:00:00.000000002,1970-01-01 00:00:00.000000024,no,delivered,4,273.44
10181.0,amazon logistics,pharmacy,bike,same day,east,stormy,262.9,13.08,1970-01-01 00:00:00.000000014,1970-01-01 00:00:00.000000008,yes,failed,1,1453.74
10182.0,dhl,cosmetics,truck,standard,east,rainy,212.4,45.22,1970-01-01 00:00:00.000000012,1970-01-01 00:00:00.000000024,no,delivered,4,1197.66
10183.0,delhivery,clothing,bike,two day,west,cold,31.5,18.05,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000016,no,delivered,5,211.65
10184.0,xpressbees,furniture,ev bike,standard,east,foggy,61.6,47.0,1970-01-01 00:00:00.000000003,1970-01-01 00:00:00.000000024,no,delivered,5,449.0
10185.0,amazon logistics,electronics,scooter,two day,central,foggy,16.4,8.7,1970-01-01 00:00:00.000000004,1970-01-01 00:00:00.000000016,no,delivered,3,108.1
10186.0,dhl,electronics,bike,express,east,hot,256.9,9.61,1970-01-01 00:00:00.000000008,1970-01-01 00:00:00.000000007,yes,delayed,2,1363.33
10187.0,fedex,pharmacy,bike,same day,south,hot,70.3,2.77,1970-01-01 00:00:00.000000002,1970-01-01 00:00:00.000000008,no,delivered,4,459.81
10188.0,dhl,pharmacy,van,express,north,clear,290.2,8.6,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000007,no,delivered,4,1526.8
10189.0,blue dart,cosmetics,scooter,express,east,stormy,293.0,44.28,1970-01-01 00:00:00.000000016,1970-01-01 00:00:00.000000007,yes,delayed,3,1632.7205999999999
10190.0,ecom express,automobile parts,van,same day,south,cold,74.0,21.74,1970-01-01 00:00:00.000000002,1970-01-01 00:00:00.000000008,no,delivered,5,535.22
10191.0,delhivery,clothing,ev van,express,east,hot,277.7,31.0,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000007,no,delivered,5,1531.5
10192.0,shadowfax,groceries,ev van,standard,central,hot,106.5,14.11,1970-01-01 00:00:00.000000003,1970-01-01 00:00:00.000000024,no,delivered,5,574.83
10193.0,delhivery,fragile items,ev bike,standard,north,hot,100.4,9.44,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000024,no,delivered,4,530.32
10194.0,xpressbees,electronics,van,express,south,foggy,272.8,25.1,1970-01-01 00:00:00.000000011,1970-01-01 00:00:00.000000007,yes,delayed,3,1489.3
10195.0,ecom express,fragile items,bike,standard,north,rainy,178.6,3.23,1970-01-01 00:00:00.000000011,1970-01-01 00:00:00.000000024,no,delivered,5,902.69
10196.0,shadowfax,automobile parts,van,standard,west,foggy,205.8,46.16,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000024,no,delivered,4,1167.48
10197.0,shadowfax,electronics,bike,standard,east,rainy,125.2,25.65,1970-01-01 00:00:00.000000010,1970-01-01 00:00:00.000000024,no,delivered,4,702.95
10198.0,amazon logistics,clothing,bike,two day,north,clear,157.2,14.52,1970-01-01 00:00:00.000000008,1970-01-01 00:00:00.000000016,no,delivered,4,829.56
10199.0,ecom express,cosmetics,scooter,express,west,stormy,232.4,0.67,1970-01-01 00:00:00.000000008,1970-01-01 00:00:00.000000006,yes,delayed,2,1214.01
10200.0,amazon logistics,furniture,ev bike,express,north,foggy,52.0,3.55,1970-01-01 00:00:00.000000005,1970-01-01 00:00:00.000000003,yes,delayed,2,320.65
10201.0,ekart,automobile parts,ev bike,two day,west,hot,296.3,13.99,1970-01-01 00:00:00.000000008,1970-01-01 00:00:00.000000016,no,delivered,4,1523.47
10202.0,shadowfax,furniture,truck,same day,central,rainy,240.4,8.81,1970-01-01 00:00:00.000000009,1970-01-01 00:00:00.000000008,yes,failed,2,1328.43
10203.0,amazon logistics,pharmacy,scooter,standard,east,rainy,81.1,24.62,1970-01-01 00:00:00.000000005,1970-01-01 00:00:00.000000024,no,delivered,5,479.36
10204.0,ekart,documents,ev bike,same day,west,rainy,210.3,25.26,1970-01-01 00:00:00.000000010,1970-01-01 00:00:00.000000008,yes,delayed,3,1227.28
10205.0,xpressbees,documents,ev van,same day,north,clear,4.9,6.72,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000008,no,delivered,4,144.66
10206.0,delhivery,clothing,truck,express,west,hot,225.6,32.56,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000006,yes,delayed,2,1275.68
10207.0,amazon logistics,clothing,ev bike,same day,north,hot,239.4,46.32,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000008,no,delivered,5,1435.96
10208.0,shadowfax,clothing,ev van,standard,east,hot,42.9,32.23,1970-01-01 00:00:00.000000003,1970-01-01 00:00:00.000000024,no,delivered,5,311.19
10209.0,xpressbees,automobile parts,ev bike,two day,east,hot,92.2,24.15,1970-01-01 00:00:00.000000004,1970-01-01 00:00:00.000000016,no,delivered,5,533.45
10210.0,amazon logistics,electronics,ev van,same day,west,foggy,195.0,9.34,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000008,no,delivered,5,1103.02
10211.0,blue dart,furniture,scooter,express,west,cold,212.3,26.5,1970-01-01 00:00:00.000000008,1970-01-01 00:00:00.000000006,yes,delayed,2,1191.0
10212.0,fedex,furniture,scooter,two day,central,clear,21.5,44.38,1970-01-01 00:00:00.000000002,1970-01-01 00:00:00.000000016,no,delivered,5,240.64
10213.0,amazon logistics,electronics,scooter,same day,west,stormy,128.6,38.9,1970-01-01 00:00:00.000000009,1970-01-01 00:00:00.000000008,yes,delayed,3,859.7
10214.0,blue dart,fragile items,scooter,two day,north,clear,144.5,23.83,1970-01-01 00:00:00.000000004,1970-01-01 00:00:00.000000016,no,delivered,5,793.99
10215.0,amazon logistics,furniture,truck,standard,west,hot,205.0,24.81,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000024,no,delivered,4,1099.43
10216.0,ekart,clothing,ev van,express,north,cold,105.6,43.89,1970-01-01 00:00:00.000000003,1970-01-01 00:00:00.000000004,no,delivered,4,709.67
10217.0,shadowfax,clothing,scooter,express,central,stormy,108.5,6.29,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000004,yes,delayed,2,611.37
10218.0,fedex,cosmetics,ev bike,express,central,clear,65.9,12.75,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000003,no,delivered,5,417.75
10219.0,xpressbees,pharmacy,bike,same day,south,clear,272.9,6.29,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000008,no,delivered,5,1483.37
10220.0,amazon logistics,groceries,ev van,express,north,stormy,29.4,37.5,1970-01-01 00:00:00.000000008,1970-01-01 00:00:00.000000002,yes,delayed,2,309.5
10221.0,dhl,groceries,truck,two day,central,foggy,147.3,33.81,1970-01-01 00:00:00.000000005,1970-01-01 00:00:00.000000016,no,delivered,5,837.93
10222.0,blue dart,electronics,van,standard,south,clear,43.7,37.38,1970-01-01 00:00:00.000000002,1970-01-01 00:00:00.000000024,no,delivered,5,330.64
10223.0,dhl,electronics,van,standard,central,stormy,10.0,30.24,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000024,no,delivered,5,140.72
10224.0,shadowfax,furniture,ev van,two day,north,hot,208.7,39.4,1970-01-01 00:00:00.000000005,1970-01-01 00:00:00.000000016,no,delivered,5,1161.7
10225.0,xpressbees,groceries,van,same day,south,stormy,50.5,39.49,1970-01-01 00:00:00.000000008,1970-01-01 00:00:00.000000008,yes,delayed,2,470.97
10226.0,xpressbees,documents,bike,standard,east,foggy,175.1,43.1,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000024,no,delivered,4,1004.8
10227.0,dhl,groceries,truck,two day,north,cold,187.8,4.13,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000016,no,delivered,4,951.39
10228.0,ecom express,pharmacy,truck,standard,east,rainy,292.8,3.27,1970-01-01 00:00:00.000000011,1970-01-01 00:00:00.000000024,no,delivered,3,1473.81
10229.0,delhivery,documents,ev bike,same day,central,cold,129.9,24.57,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000008,no,delivered,5,823.21
10230.0,blue dart,groceries,van,standard,north,clear,23.5,4.43,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000024,no,delivered,5,130.79
10231.0,delhivery,documents,scooter,express,east,clear,138.6,9.43,1970-01-01 00:00:00.000000005,1970-01-01 00:00:00.000000004,yes,delayed,3,771.29
10232.0,ecom express,pharmacy,bike,two day,north,cold,41.0,23.01,1970-01-01 00:00:00.000000002,1970-01-01 00:00:00.000000016,no,delivered,4,274.03
10233.0,blue dart,electronics,ev van,standard,west,clear,156.0,45.43,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000024,no,delivered,3,916.29
10234.0,shadowfax,automobile parts,scooter,express,east,foggy,144.3,15.21,1970-01-01 00:00:00.000000009,1970-01-01 00:00:00.000000004,yes,delayed,2,817.13
10235.0,amazon logistics,furniture,van,express,east,hot,136.9,48.52,1970-01-01 00:00:00.000000003,1970-01-01 00:00:00.000000004,no,delivered,4,880.06
10236.0,xpressbees,documents,bike,standard,east,clear,237.9,44.13,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000024,no,delivered,3,1321.89
10237.0,ecom express,cosmetics,scooter,standard,west,rainy,112.5,26.98,1970-01-01 00:00:00.000000008,1970-01-01 00:00:00.000000024,no,delivered,5,643.44
10238.0,delhivery,automobile parts,bike,express,west,clear,228.3,25.3,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000006,yes,delayed,2,1267.4
10239.0,dhl,electronics,van,express,central,hot,234.8,40.04,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000006,yes,delayed,2,1344.12
10240.0,fedex,clothing,ev van,standard,west,hot,110.0,2.32,1970-01-01 00:00:00.000000005,1970-01-01 00:00:00.000000024,no,delivered,4,556.96
10241.0,xpressbees,clothing,scooter,same day,central,hot,95.3,14.17,1970-01-01 00:00:00.000000004,1970-01-01 00:00:00.000000008,no,delivered,5,619.01
10242.0,shadowfax,electronics,ev van,standard,north,rainy,6.9,13.91,1970-01-01 00:00:00.000000002,1970-01-01 00:00:00.000000024,no,delivered,4,95.6674
10243.0,shadowfax,cosmetics,truck,express,north,cold,233.7,5.44,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000006,yes,delayed,3,1234.82
10244.0,ekart,clothing,ev van,two day,east,foggy,220.9,2.48,1970-01-01 00:00:00.000000009,1970-01-01 00:00:00.000000016,no,delivered,4,1111.94
10245.0,delhivery,groceries,truck,express,north,rainy,46.1,39.22,1970-01-01 00:00:00.000000004,1970-01-01 00:00:00.000000002,yes,delayed,2,398.16
10246.0,dhl,fragile items,ev van,same day,central,rainy,47.9,4.44,1970-01-01 00:00:00.000000009,1970-01-01 00:00:00.000000008,yes,failed,1,352.82
10247.0,ekart,pharmacy,truck,express,central,foggy,230.5,24.21,1970-01-01 00:00:00.000000008,1970-01-01 00:00:00.000000006,yes,failed,2,1275.13
10248.0,fedex,cosmetics,ev bike,same day,east,foggy,39.3,31.05,1970-01-01 00:00:00.000000003,1970-01-01 00:00:00.000000008,no,delivered,3,389.65
10249.0,amazon logistics,electronics,bike,two day,east,cold,239.2,25.29,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000016,no,delivered,5,1271.87
10250.0,fedex,automobile parts,ev van,express,central,hot,67.1,37.79,1970-01-01 00:00:00.000000004,1970-01-01 00:00:00.000000003,yes,delayed,2,498.87
10251.0,shadowfax,electronics,bike,same day,east,stormy,145.3,10.5,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000008,no,delivered,4,858.0
10252.0,delhivery,cosmetics,scooter,express,central,clear,57.6,48.07,1970-01-01 00:00:00.000000002,1970-01-01 00:00:00.000000003,no,delivered,4,482.21
10253.0,shadowfax,pharmacy,ev bike,express,central,foggy,77.3,6.55,1970-01-01 00:00:00.000000005,1970-01-01 00:00:00.000000003,yes,delayed,3,456.15
10254.0,dhl,groceries,scooter,two day,south,rainy,174.0,43.14,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000016,no,delivered,4,999.42
10255.0,blue dart,fragile items,bike,express,west,stormy,255.9,23.04,1970-01-01 00:00:00.000000011,1970-01-01 00:00:00.000000007,yes,failed,1,1398.62
10256.0,blue dart,automobile parts,ev van,standard,north,cold,177.9,8.65,1970-01-01 00:00:00.000000004,1970-01-01 00:00:00.000000024,no,delivered,5,915.45
10257.0,amazon logistics,electronics,truck,express,north,cold,64.1,36.93,1970-01-01 00:00:00.000000002,1970-01-01 00:00:00.000000003,no,delivered,3,481.29
10258.0,ecom express,automobile parts,van,same day,north,stormy,166.4,19.37,1970-01-01 00:00:00.000000009,1970-01-01 00:00:00.000000008,yes,delayed,2,990.11
10259.0,fedex,documents,scooter,same day,central,rainy,53.4,9.54,1970-01-01 00:00:00.000000004,1970-01-01 00:00:00.000000008,no,delivered,4,395.62
10260.0,ecom express,fragile items,ev bike,same day,north,cold,155.3,43.08,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000008,no,delivered,4,1005.74
10261.0,blue dart,fragile items,scooter,express,south,stormy,67.2,7.01,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000003,yes,delayed,3,407.03
10262.0,ekart,pharmacy,truck,express,west,clear,234.9,48.97,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000006,yes,delayed,2,1371.41
10263.0,ecom express,fragile items,bike,standard,north,clear,256.1,45.48,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000024,no,delivered,5,1416.94
10264.0,blue dart,fragile items,scooter,standard,north,cold,187.7,3.25,1970-01-01 00:00:00.000000005,1970-01-01 00:00:00.000000024,no,delivered,4,948.25
10265.0,shadowfax,furniture,bike,two day,west,clear,119.0,24.91,1970-01-01 00:00:00.000000004,1970-01-01 00:00:00.000000016,no,delivered,3,669.73
10266.0,blue dart,clothing,scooter,two day,central,hot,251.6,33.45,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000016,no,delivered,5,1358.35
10267.0,ekart,groceries,van,standard,north,clear,109.6,40.12,1970-01-01 00:00:00.000000003,1970-01-01 00:00:00.000000024,no,delivered,4,668.36
10268.0,fedex,automobile parts,ev bike,two day,west,clear,106.2,40.99,1970-01-01 00:00:00.000000005,1970-01-01 00:00:00.000000016,no,delivered,4,653.97
10269.0,dhl,clothing,ev bike,two day,east,clear,38.3,1.84,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000016,no,delivered,4,197.02
10270.0,amazon logistics,automobile parts,truck,standard,central,foggy,260.6,36.59,1970-01-01 00:00:00.000000008,1970-01-01 00:00:00.000000024,no,delivered,5,1412.77
10271.0,ecom express,clothing,ev van,express,central,hot,42.5,0.69,1970-01-01 00:00:00.000000002,1970-01-01 00:00:00.000000002,no,delivered,4,264.57
10272.0,fedex,pharmacy,van,standard,east,foggy,284.2,44.81,1970-01-01 00:00:00.000000012,1970-01-01 00:00:00.000000024,no,delivered,3,1555.43
10273.0,fedex,pharmacy,van,same day,central,rainy,219.8,42.07,1970-01-01 00:00:00.000000011,1970-01-01 00:00:00.000000008,yes,delayed,2,1325.21
10274.0,delhivery,clothing,truck,same day,south,cold,252.5,22.35,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000008,no,delivered,4,1429.55
10275.0,ekart,furniture,scooter,standard,east,stormy,145.9,43.98,1970-01-01 00:00:00.000000009,1970-01-01 00:00:00.000000024,no,delivered,5,861.44
10276.0,delhivery,clothing,van,two day,north,stormy,76.2,27.91,1970-01-01 00:00:00.000000009,1970-01-01 00:00:00.000000016,no,delivered,5,464.73
10277.0,amazon logistics,groceries,ev van,express,north,hot,147.7,43.47,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000004,yes,failed,1,918.91
10278.0,ekart,automobile parts,van,express,west,hot,240.7,27.15,1970-01-01 00:00:00.000000010,1970-01-01 00:00:00.000000006,yes,delayed,3,1334.95
10279.0,dhl,electronics,ev van,standard,east,clear,141.8,0.92,1970-01-01 00:00:00.000000005,1970-01-01 00:00:00.000000024,no,delivered,5,711.76
10280.0,amazon logistics,fragile items,ev bike,two day,north,cold,83.1,24.99,1970-01-01 00:00:00.000000004,1970-01-01 00:00:00.000000016,no,delivered,4,490.47
10281.0,xpressbees,cosmetics,scooter,standard,central,stormy,168.3,16.12,1970-01-01 00:00:00.000000008,1970-01-01 00:00:00.000000024,no,delivered,4,889.86
10282.0,shadowfax,cosmetics,van,two day,central,rainy,10.4,4.06,1970-01-01 00:00:00.000000003,1970-01-01 00:00:00.000000016,no,delivered,3,95.6674
10283.0,delhivery,documents,van,two day,south,stormy,222.9,47.52,1970-01-01 00:00:00.000000012,1970-01-01 00:00:00.000000016,no,delivered,5,1257.06
10284.0,shadowfax,automobile parts,ev van,standard,north,clear,199.7,48.71,1970-01-01 00:00:00.000000009,1970-01-01 00:00:00.000000024,no,delivered,5,1144.63
10285.0,shadowfax,documents,van,standard,south,cold,68.1,23.35,1970-01-01 00:00:00.000000002,1970-01-01 00:00:00.000000024,no,delivered,4,410.55
10286.0,ekart,furniture,van,standard,west,foggy,66.0,17.39,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000024,no,delivered,4,382.17
10287.0,xpressbees,electronics,ev bike,two day,north,clear,232.4,46.35,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000016,no,delivered,5,1301.05
10288.0,ecom express,fragile items,ev van,standard,south,cold,89.0,12.26,1970-01-01 00:00:00.000000002,1970-01-01 00:00:00.000000024,no,delivered,5,481.78
10289.0,ekart,cosmetics,truck,same day,south,foggy,169.9,49.49,1970-01-01 00:00:00.000000005,1970-01-01 00:00:00.000000008,no,delivered,3,1097.97
10290.0,ekart,clothing,ev van,two day,west,hot,167.6,24.25,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000016,no,delivered,3,910.75
10291.0,ekart,pharmacy,bike,express,south,hot,182.5,18.34,1970-01-01 00:00:00.000000005,1970-01-01 00:00:00.000000005,yes,delayed,2,1017.52
10292.0,amazon logistics,clothing,ev van,same day,west,clear,12.3,38.28,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000008,no,delivered,5,276.34
10293.0,delhivery,groceries,scooter,standard,south,foggy,138.7,46.59,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000024,no,delivered,5,833.27
10294.0,ecom express,furniture,ev bike,two day,north,cold,232.2,40.56,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000016,no,delivered,5,1282.68
10295.0,xpressbees,automobile parts,truck,same day,south,stormy,225.1,35.92,1970-01-01 00:00:00.000000011,1970-01-01 00:00:00.000000008,yes,delayed,2,1333.26
10296.0,fedex,documents,truck,same day,central,stormy,130.3,5.52,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000008,no,delivered,5,768.06
10297.0,shadowfax,electronics,bike,express,west,cold,35.1,6.64,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000002,no,delivered,4,245.42
10298.0,ecom express,groceries,truck,same day,east,foggy,160.1,43.08,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000008,no,delivered,5,1029.74
10299.0,xpressbees,automobile parts,bike,same day,south,foggy,182.8,31.82,1970-01-01 00:00:00.000000010,1970-01-01 00:00:00.000000008,yes,delayed,3,1109.46
10300.0,ekart,fragile items,truck,standard,south,foggy,245.5,34.41,1970-01-01 00:00:00.000000010,1970-01-01 00:00:00.000000024,no,delivered,5,1330.73
10301.0,delhivery,electronics,van,same day,east,cold,230.6,36.32,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000008,no,delivered,4,1361.96
10302.0,shadowfax,electronics,scooter,standard,central,stormy,112.1,5.61,1970-01-01 00:00:00.000000009,1970-01-01 00:00:00.000000024,no,delivered,4,577.33
10303.0,blue dart,cosmetics,van,same day,south,stormy,187.9,14.52,1970-01-01 00:00:00.000000009,1970-01-01 00:00:00.000000008,yes,failed,1,1083.06
10304.0,delhivery,cosmetics,scooter,two day,central,cold,158.4,37.52,1970-01-01 00:00:00.000000005,1970-01-01 00:00:00.000000016,no,delivered,5,904.56
10305.0,ecom express,pharmacy,bike,two day,south,rainy,66.8,48.48,1970-01-01 00:00:00.000000005,1970-01-01 00:00:00.000000016,no,delivered,5,479.44
10306.0,fedex,electronics,bike,express,north,foggy,80.2,47.56,1970-01-01 00:00:00.000000005,1970-01-01 00:00:00.000000003,yes,delayed,2,593.68
10307.0,shadowfax,documents,van,two day,west,stormy,213.4,6.76,1970-01-01 00:00:00.000000009,1970-01-01 00:00:00.000000016,no,delivered,5,1087.28
10308.0,blue dart,fragile items,ev bike,two day,north,stormy,217.3,27.47,1970-01-01 00:00:00.000000013,1970-01-01 00:00:00.000000016,no,delivered,4,1168.91
10309.0,delhivery,clothing,truck,express,west,rainy,215.7,5.68,1970-01-01 00:00:00.000000013,1970-01-01 00:00:00.000000006,yes,delayed,2,1145.54
10310.0,delhivery,clothing,bike,express,central,clear,102.1,29.51,1970-01-01 00:00:00.000000004,1970-01-01 00:00:00.000000004,yes,delayed,3,649.03
10311.0,dhl,furniture,van,standard,north,foggy,153.3,29.98,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000024,no,delivered,5,856.44
10312.0,delhivery,cosmetics,truck,same day,east,foggy,59.9,9.91,1970-01-01 00:00:00.000000003,1970-01-01 00:00:00.000000008,no,delivered,5,429.23
10313.0,dhl,fragile items,scooter,express,north,rainy,207.7,49.16,1970-01-01 00:00:00.000000014,1970-01-01 00:00:00.000000006,yes,delayed,2,1235.98
10314.0,ekart,pharmacy,bike,same day,east,cold,107.5,12.92,1970-01-01 00:00:00.000000003,1970-01-01 00:00:00.000000008,no,delivered,4,676.26
10315.0,fedex,furniture,scooter,two day,east,rainy,98.0,43.71,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000016,no,delivered,3,621.13
10316.0,shadowfax,groceries,bike,standard,north,hot,105.1,48.78,1970-01-01 00:00:00.000000004,1970-01-01 00:00:00.000000024,no,delivered,5,671.84
10317.0,ekart,electronics,scooter,express,north,cold,15.4,48.7,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000002,no,delivered,4,273.1
10318.0,fedex,documents,truck,same day,east,cold,132.8,36.34,1970-01-01 00:00:00.000000004,1970-01-01 00:00:00.000000008,no,delivered,5,873.02
10319.0,delhivery,clothing,ev bike,same day,central,cold,159.9,38.47,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000008,no,delivered,4,1014.91
10320.0,ekart,electronics,ev van,two day,south,clear,21.9,16.93,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000016,no,delivered,5,160.29
10321.0,ecom express,cosmetics,ev bike,two day,central,hot,112.1,19.56,1970-01-01 00:00:00.000000003,1970-01-01 00:00:00.000000016,no,delivered,4,619.18
10322.0,ecom express,groceries,van,express,north,foggy,295.9,48.31,1970-01-01 00:00:00.000000012,1970-01-01 00:00:00.000000007,yes,delayed,3,1632.7205999999999
10323.0,fedex,furniture,ev van,same day,north,cold,138.2,4.02,1970-01-01 00:00:00.000000004,1970-01-01 00:00:00.000000008,no,delivered,4,803.06
10324.0,ecom express,clothing,ev van,express,south,stormy,120.7,25.11,1970-01-01 00:00:00.000000009,1970-01-01 00:00:00.000000004,yes,delayed,3,728.83
10325.0,fedex,pharmacy,van,standard,north,rainy,176.3,12.38,1970-01-01 00:00:00.000000009,1970-01-01 00:00:00.000000024,no,delivered,5,918.64
10326.0,blue dart,clothing,bike,same day,north,clear,110.3,8.82,1970-01-01 00:00:00.000000005,1970-01-01 00:00:00.000000008,no,delivered,4,677.96
10327.0,amazon logistics,cosmetics,van,two day,south,hot,37.4,14.8,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000016,no,delivered,4,231.4
10328.0,dhl,cosmetics,van,two day,east,stormy,239.8,39.47,1970-01-01 00:00:00.000000012,1970-01-01 00:00:00.000000016,no,delivered,5,1317.41
10329.0,shadowfax,documents,ev bike,express,central,rainy,239.1,34.08,1970-01-01 00:00:00.000000008,1970-01-01 00:00:00.000000006,yes,delayed,3,1347.74
10330.0,shadowfax,clothing,bike,two day,west,foggy,219.4,23.58,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000016,no,delivered,5,1167.74
10331.0,ekart,fragile items,truck,standard,west,hot,82.5,21.93,1970-01-01 00:00:00.000000003,1970-01-01 00:00:00.000000024,no,delivered,5,478.29
10332.0,xpressbees,documents,scooter,express,west,clear,169.6,16.45,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000005,yes,delayed,3,947.35
10333.0,fedex,clothing,van,express,east,rainy,141.6,38.04,1970-01-01 00:00:00.000000008,1970-01-01 00:00:00.000000004,yes,failed,1,872.12
10334.0,dhl,groceries,bike,express,north,clear,204.1,7.39,1970-01-01 00:00:00.000000004,1970-01-01 00:00:00.000000006,no,delivered,5,1092.67
10335.0,ekart,automobile parts,truck,two day,south,stormy,215.7,11.54,1970-01-01 00:00:00.000000010,1970-01-01 00:00:00.000000016,no,delivered,4,1113.12
10336.0,xpressbees,furniture,bike,express,north,foggy,118.8,22.08,1970-01-01 00:00:00.000000004,1970-01-01 00:00:00.000000004,yes,delayed,2,710.24
